FANUC DIE SCANNER RESULTS
Timestamp,2025-07-11 17:59:55

SUMMARY RESULTS
Die Center X (mm),400.4
Die Center Y (mm),813.6
Diameter (mm),112.0
Average Height (mm),67.1
Confidence (%),93.0

ACCURACY ANALYSIS
True Center X (mm),398.0
True Center Y (mm),809.0
X Error (mm),2.4
Y Error (mm),4.6
Total Error (mm),5.2
Target Achieved,No

DATA QUALITY
Total Scan Points,3132
Valid Scan Points,3132
Invalid Readings,0
Data Quality (%),100.0

EDGE DETECTION
Total Edges Found,156
Outer Edges (Used),76
Interior Edges (Filtered),80

COVERAGE ANALYSIS
X Range (mm),124.3
Y Range (mm),124.1
Total Area (mm²),15422
Point Density (points/mm²),0.203
Edge Coverage (% perimeter),85.2
Scanning Efficiency (%),100.0

SCAN POINTS DATA
Point_ID,X_mm,Y_mm,Z_mm,Height_mm,Valid,Timestamp
54,445.69,843.61,396.47,75.90,Yes,1752273429.91
55,445.69,843.11,396.47,76.00,Yes,1752273430.30
56,445.69,842.61,396.47,76.20,Yes,1752273430.67
57,445.69,842.11,396.47,75.90,Yes,1752273431.07
58,445.69,841.61,396.47,76.80,Yes,1752273431.47
59,445.69,841.11,396.47,75.30,Yes,1752273431.84
60,445.69,840.61,396.47,73.90,Yes,1752273432.25
61,445.69,840.11,396.47,73.10,Yes,1752273432.65
62,445.69,839.61,396.47,55.10,Yes,1752273433.00
63,445.69,839.11,396.47,55.10,Yes,1752273433.37
64,445.69,838.61,396.47,68.80,Yes,1752273433.73
65,445.69,838.11,396.47,65.10,Yes,1752273434.07
66,445.69,837.61,396.47,63.10,Yes,1752273434.44
67,445.69,837.11,396.47,62.70,Yes,1752273434.86
68,445.69,836.61,396.47,62.60,Yes,1752273435.24
69,445.69,836.11,396.47,62.40,Yes,1752273435.71
70,445.69,835.61,396.47,62.70,Yes,1752273436.10
71,445.69,835.11,396.47,62.50,Yes,1752273436.49
72,445.69,834.61,396.47,62.70,Yes,1752273436.91
73,445.69,834.11,396.47,62.60,Yes,1752273437.34
74,445.69,833.61,396.47,62.60,Yes,1752273437.72
75,445.69,833.11,396.47,62.60,Yes,1752273438.10
76,445.69,832.61,396.47,62.80,Yes,1752273438.49
77,445.69,832.11,396.47,62.80,Yes,1752273438.81
78,445.69,831.61,396.47,62.70,Yes,1752273439.21
79,445.69,831.11,396.47,62.70,Yes,1752273439.61
80,445.69,830.61,396.47,62.60,Yes,1752273439.99
81,445.69,830.11,396.47,62.70,Yes,1752273440.34
82,445.69,829.61,396.47,62.70,Yes,1752273440.67
83,445.69,829.11,396.47,62.90,Yes,1752273441.01
84,445.69,828.61,396.47,62.70,Yes,1752273441.35
85,445.69,828.11,396.47,62.80,Yes,1752273441.71
86,445.69,827.61,396.47,62.70,Yes,1752273442.07
87,445.69,827.11,396.47,62.80,Yes,1752273442.38
88,445.69,826.61,396.47,62.70,Yes,1752273442.77
89,445.69,826.11,396.47,62.80,Yes,1752273443.16
90,445.69,825.61,396.47,62.80,Yes,1752273443.56
91,445.69,825.11,396.47,62.80,Yes,1752273443.94
92,445.69,824.61,396.47,62.70,Yes,1752273444.33
93,445.69,824.11,396.47,62.80,Yes,1752273444.71
94,445.69,823.61,396.47,62.80,Yes,1752273445.10
95,445.69,823.11,396.47,62.90,Yes,1752273445.47
96,445.69,822.61,396.47,62.80,Yes,1752273445.87
97,445.69,822.11,396.47,62.80,Yes,1752273446.26
98,445.69,821.61,396.47,63.00,Yes,1752273446.67
99,445.69,821.11,396.47,62.80,Yes,1752273447.05
100,445.69,820.61,396.47,62.80,Yes,1752273447.42
101,445.69,820.11,396.47,62.90,Yes,1752273447.81
102,445.69,819.61,396.47,62.90,Yes,1752273448.20
103,445.69,819.11,396.47,62.90,Yes,1752273448.59
104,445.69,818.61,396.47,62.90,Yes,1752273448.99
105,445.69,818.11,396.47,62.90,Yes,1752273449.39
106,445.69,817.61,396.47,63.00,Yes,1752273449.77
107,445.69,817.11,396.47,62.80,Yes,1752273450.19
108,445.69,816.61,396.47,63.00,Yes,1752273450.54
109,445.69,816.11,396.47,62.90,Yes,1752273450.94
110,445.69,815.61,396.47,62.80,Yes,1752273451.33
111,445.69,815.11,396.47,62.80,Yes,1752273451.67
112,445.69,814.61,396.47,63.00,Yes,1752273451.92
113,445.69,814.11,396.47,62.90,Yes,1752273452.22
114,445.69,813.61,396.47,62.90,Yes,1752273452.54
115,445.69,813.11,396.47,62.90,Yes,1752273453.09
116,445.69,812.61,396.47,63.00,Yes,1752273453.34
117,445.69,812.11,396.47,62.80,Yes,1752273453.62
118,445.69,811.61,396.47,63.00,Yes,1752273454.02
119,445.69,811.11,396.47,62.90,Yes,1752273454.30
120,445.69,810.61,396.47,62.90,Yes,1752273454.70
121,445.69,810.11,396.47,62.80,Yes,1752273455.18
122,445.69,809.61,396.47,62.80,Yes,1752273455.47
123,445.69,809.11,396.47,62.90,Yes,1752273455.75
124,445.69,808.61,396.47,63.00,Yes,1752273456.13
125,445.69,808.11,396.47,62.90,Yes,1752273456.44
126,445.69,807.61,396.47,63.00,Yes,1752273456.74
127,445.69,807.11,396.47,62.90,Yes,1752273457.15
128,445.69,806.61,396.47,63.00,Yes,1752273457.48
129,445.69,806.11,396.47,62.90,Yes,1752273457.84
130,445.69,805.61,396.47,62.90,Yes,1752273458.25
131,445.69,805.11,396.47,63.00,Yes,1752273458.50
132,445.69,804.61,396.47,62.90,Yes,1752273458.82
133,445.69,804.11,396.47,62.90,Yes,1752273459.09
134,445.69,803.61,396.47,62.90,Yes,1752273459.37
135,445.69,803.11,396.47,63.00,Yes,1752273459.66
136,445.69,802.61,396.47,63.00,Yes,1752273460.04
137,445.69,802.11,396.47,63.00,Yes,1752273460.32
138,445.69,801.61,396.47,63.00,Yes,1752273460.63
139,445.69,801.11,396.47,63.00,Yes,1752273460.95
140,445.69,800.61,396.47,63.00,Yes,1752273461.19
141,445.69,800.11,396.47,63.00,Yes,1752273461.42
142,445.69,799.61,396.47,63.00,Yes,1752273461.71
143,445.69,799.11,396.47,63.00,Yes,1752273462.10
144,445.69,798.61,396.47,63.00,Yes,1752273462.49
145,445.69,798.11,396.47,63.00,Yes,1752273462.86
146,445.69,797.61,396.47,62.90,Yes,1752273463.18
147,445.69,797.11,396.47,63.10,Yes,1752273463.54
148,445.69,796.61,396.47,63.00,Yes,1752273463.88
149,445.69,796.11,396.47,63.00,Yes,1752273464.19
150,445.69,795.61,396.47,63.00,Yes,1752273464.50
151,445.69,795.11,396.47,63.00,Yes,1752273464.90
152,445.69,794.61,396.47,63.00,Yes,1752273465.23
153,445.69,794.11,396.47,63.00,Yes,1752273465.52
154,445.69,793.61,396.47,62.90,Yes,1752273465.83
155,445.69,793.11,396.47,63.00,Yes,1752273466.13
156,445.69,792.61,396.47,63.00,Yes,1752273466.46
157,445.69,792.11,396.47,63.00,Yes,1752273466.81
158,445.69,791.61,396.47,63.00,Yes,1752273467.17
159,445.69,791.11,396.47,63.00,Yes,1752273467.50
160,445.69,790.61,396.47,63.10,Yes,1752273467.85
161,445.69,790.11,396.47,63.00,Yes,1752273468.14
162,445.69,789.61,396.47,63.00,Yes,1752273468.47
163,445.69,789.11,396.47,63.10,Yes,1752273468.79
164,445.69,788.61,396.47,63.00,Yes,1752273469.10
165,445.69,788.11,396.47,63.00,Yes,1752273469.40
166,445.69,787.61,396.47,63.20,Yes,1752273469.70
167,445.69,787.11,396.47,62.90,Yes,1752273470.02
168,445.69,786.61,396.47,63.00,Yes,1752273470.35
169,445.69,786.11,396.47,63.10,Yes,1752273470.69
170,445.69,785.61,396.47,63.10,Yes,1752273471.00
171,445.69,785.11,396.47,63.10,Yes,1752273471.35
172,445.69,784.61,396.47,63.10,Yes,1752273471.72
173,445.69,784.11,396.47,63.00,Yes,1752273472.08
174,445.69,783.61,396.47,63.00,Yes,1752273472.41
175,445.69,783.11,396.47,63.00,Yes,1752273472.78
176,445.69,782.61,396.47,63.00,Yes,1752273473.11
177,445.69,782.11,396.47,63.00,Yes,1752273473.47
178,445.69,781.61,396.47,63.20,Yes,1752273473.79
179,445.69,781.11,396.47,63.10,Yes,1752273474.10
180,445.69,780.61,396.47,62.90,Yes,1752273474.47
181,445.69,780.11,396.47,63.00,Yes,1752273474.76
182,445.69,779.61,396.47,62.90,Yes,1752273475.04
183,445.69,779.11,396.47,63.30,Yes,1752273475.35
184,445.69,778.61,396.47,63.20,Yes,1752273475.66
185,445.69,778.11,396.47,76.10,Yes,1752273475.98
186,445.69,777.61,396.47,76.20,Yes,1752273476.37
187,445.69,777.11,396.47,75.80,Yes,1752273476.67
188,445.69,776.61,396.47,76.00,Yes,1752273477.00
189,445.69,776.11,396.47,76.30,Yes,1752273477.31
190,445.69,775.61,396.47,75.80,Yes,1752273477.68
191,445.69,775.11,396.47,76.00,Yes,1752273478.00
192,445.69,774.61,396.47,76.10,Yes,1752273478.30
193,445.69,774.11,396.47,75.80,Yes,1752273478.60
194,445.69,773.61,396.47,75.90,Yes,1752273478.94
195,445.69,773.11,396.47,76.10,Yes,1752273479.25
196,445.69,772.61,396.47,75.90,Yes,1752273479.58
197,445.69,772.11,396.47,76.00,Yes,1752273479.92
198,445.69,771.61,396.47,76.10,Yes,1752273480.22
199,445.69,771.11,396.47,75.90,Yes,1752273480.56
200,445.69,770.61,396.47,75.90,Yes,1752273480.89
201,445.69,770.11,396.47,76.00,Yes,1752273481.23
202,445.69,769.61,396.47,76.00,Yes,1752273481.55
203,445.69,769.11,396.47,76.10,Yes,1752273481.87
204,445.69,768.61,396.47,76.10,Yes,1752273482.19
205,445.69,768.11,396.47,76.10,Yes,1752273482.52
206,445.69,767.61,396.47,76.00,Yes,1752273482.88
207,445.69,767.11,396.47,76.10,Yes,1752273483.24
208,445.69,766.61,396.47,76.10,Yes,1752273483.54
209,445.69,766.11,396.47,75.90,Yes,1752273483.85
210,445.69,765.61,396.47,76.10,Yes,1752273484.17
211,445.69,765.11,396.47,76.00,Yes,1752273484.49
212,445.69,764.61,396.47,76.10,Yes,1752273484.85
213,445.69,764.11,396.47,76.10,Yes,1752273485.14
214,445.69,763.61,396.47,76.10,Yes,1752273485.50
215,445.69,763.11,396.47,76.00,Yes,1752273485.83
216,445.69,762.61,396.47,76.00,Yes,1752273486.17
217,445.69,762.11,396.47,76.00,Yes,1752273486.54
218,445.69,761.61,396.47,76.20,Yes,1752273486.87
219,445.69,761.11,396.47,75.90,Yes,1752273487.16
220,445.69,760.61,396.47,76.10,Yes,1752273487.46
221,445.69,760.11,396.47,76.10,Yes,1752273487.77
222,445.69,759.61,396.47,75.90,Yes,1752273488.10
223,445.69,759.11,396.47,76.10,Yes,1752273488.40
224,445.69,758.61,396.47,76.00,Yes,1752273488.75
225,445.69,758.11,396.47,76.10,Yes,1752273489.10
226,445.69,757.61,396.47,76.10,Yes,1752273489.55
227,445.69,757.11,396.47,76.10,Yes,1752273489.89
228,445.69,756.61,396.47,76.20,Yes,1752273490.24
229,445.69,756.11,396.47,76.00,Yes,1752273490.61
230,445.69,755.61,396.47,76.20,Yes,1752273491.00
231,445.69,755.11,396.47,76.00,Yes,1752273491.40
232,445.69,754.61,396.47,76.10,Yes,1752273491.69
233,445.69,754.11,396.47,76.30,Yes,1752273492.00
234,445.69,753.61,396.47,76.20,Yes,1752273492.33
235,445.69,753.11,396.47,76.10,Yes,1752273492.68
236,445.69,752.61,396.47,76.20,Yes,1752273492.96
237,445.69,752.11,396.47,76.20,Yes,1752273493.27
238,445.69,751.61,396.47,76.20,Yes,1752273493.59
239,445.69,751.11,396.47,76.20,Yes,1752273493.90
240,445.69,750.61,396.47,76.20,Yes,1752273494.28
241,445.69,750.11,396.47,76.30,Yes,1752273494.64
242,439.34,750.11,396.47,76.20,Yes,1752273495.45
243,439.34,750.61,396.47,76.20,Yes,1752273495.88
244,439.34,751.11,396.47,76.40,Yes,1752273496.24
245,439.34,751.61,396.47,76.20,Yes,1752273496.63
246,439.34,752.11,396.47,76.30,Yes,1752273497.01
247,439.34,752.61,396.47,76.10,Yes,1752273497.40
248,439.34,753.11,396.47,76.10,Yes,1752273497.80
249,439.34,753.61,396.47,75.90,Yes,1752273498.19
250,439.34,754.11,396.47,76.00,Yes,1752273498.58
251,439.34,754.61,396.47,75.90,Yes,1752273498.95
252,439.34,755.11,396.47,75.70,Yes,1752273499.32
253,439.34,755.61,396.47,76.00,Yes,1752273499.72
254,439.34,756.11,396.47,75.90,Yes,1752273500.08
255,439.34,756.61,396.47,76.00,Yes,1752273500.46
256,439.34,757.11,396.47,75.90,Yes,1752273500.86
257,439.34,757.61,396.47,75.90,Yes,1752273501.24
258,439.34,758.11,396.47,75.80,Yes,1752273501.63
259,439.34,758.61,396.47,76.00,Yes,1752273502.02
260,439.34,759.11,396.47,75.90,Yes,1752273502.33
261,439.34,759.61,396.47,75.90,Yes,1752273502.70
262,439.34,760.11,396.47,75.90,Yes,1752273503.10
263,439.34,760.61,396.47,75.90,Yes,1752273503.49
264,439.34,761.11,396.47,75.90,Yes,1752273503.90
265,439.34,761.61,396.47,75.90,Yes,1752273504.30
266,439.34,762.11,396.47,75.80,Yes,1752273504.76
267,439.34,762.61,396.47,75.80,Yes,1752273505.25
268,439.34,763.11,396.47,75.70,Yes,1752273505.65
269,439.34,763.61,396.47,75.90,Yes,1752273506.05
270,439.34,764.11,396.47,75.80,Yes,1752273506.48
271,439.34,764.61,396.47,75.80,Yes,1752273506.99
272,439.34,765.11,396.47,75.90,Yes,1752273507.43
273,439.34,765.61,396.47,75.90,Yes,1752273507.94
274,439.34,766.11,396.47,75.70,Yes,1752273508.38
275,439.34,766.61,396.47,75.90,Yes,1752273508.84
276,439.34,767.11,396.47,75.80,Yes,1752273509.42
277,439.34,767.61,396.47,75.70,Yes,1752273509.73
278,439.34,768.11,396.47,75.80,Yes,1752273510.09
279,439.34,768.61,396.47,75.90,Yes,1752273510.41
280,439.34,769.11,396.47,75.80,Yes,1752273510.75
281,439.34,769.61,396.47,75.70,Yes,1752273511.04
282,439.34,770.11,396.47,75.80,Yes,1752273511.41
283,439.34,770.61,396.47,75.70,Yes,1752273511.76
284,439.34,771.11,396.47,75.70,Yes,1752273512.13
285,439.34,771.61,396.47,75.90,Yes,1752273512.51
286,439.34,772.11,396.47,75.60,Yes,1752273512.85
287,439.34,772.61,396.47,75.70,Yes,1752273513.17
288,439.34,773.11,396.47,76.00,Yes,1752273513.50
289,439.34,773.61,396.47,75.80,Yes,1752273513.81
290,439.34,774.11,396.47,75.60,Yes,1752273514.17
291,439.34,774.61,396.47,75.90,Yes,1752273514.49
292,439.34,775.11,396.47,62.90,Yes,1752273514.84
293,439.34,775.61,396.47,62.90,Yes,1752273515.12
294,439.34,776.11,396.47,63.10,Yes,1752273515.50
295,439.34,776.61,396.47,62.80,Yes,1752273515.88
296,439.34,777.11,396.47,62.80,Yes,1752273516.28
297,439.34,777.61,396.47,63.20,Yes,1752273516.67
298,439.34,778.11,396.47,63.00,Yes,1752273517.07
299,439.34,778.61,396.47,63.00,Yes,1752273517.44
300,439.34,779.11,396.47,63.00,Yes,1752273517.79
301,439.34,779.61,396.47,62.70,Yes,1752273518.15
302,439.34,780.11,396.47,63.00,Yes,1752273518.53
303,439.34,780.61,396.47,63.00,Yes,1752273518.91
304,439.34,781.11,396.47,62.80,Yes,1752273519.32
305,439.34,781.61,396.47,62.90,Yes,1752273519.72
306,439.34,782.11,396.47,62.80,Yes,1752273520.09
307,439.34,782.61,396.47,62.80,Yes,1752273520.47
308,439.34,783.11,396.47,62.90,Yes,1752273520.83
309,439.34,783.61,396.47,62.90,Yes,1752273521.18
310,439.34,784.11,396.47,62.90,Yes,1752273521.57
311,439.34,784.61,396.47,62.80,Yes,1752273521.96
312,439.34,785.11,396.47,62.90,Yes,1752273522.32
313,439.34,785.61,396.47,62.90,Yes,1752273522.71
314,439.34,786.11,396.47,62.80,Yes,1752273523.10
315,439.34,786.61,396.47,62.90,Yes,1752273523.49
316,439.34,787.11,396.47,62.80,Yes,1752273523.88
317,439.34,787.61,396.47,62.80,Yes,1752273524.24
318,439.34,788.11,396.47,62.90,Yes,1752273524.64
319,439.34,788.61,396.47,62.90,Yes,1752273525.04
320,439.34,789.11,396.47,62.90,Yes,1752273525.43
321,439.34,789.61,396.47,62.80,Yes,1752273525.84
322,439.34,790.11,396.47,62.90,Yes,1752273526.22
323,439.34,790.61,396.47,62.80,Yes,1752273526.60
324,439.34,791.11,396.47,62.80,Yes,1752273526.99
325,439.34,791.61,396.47,62.90,Yes,1752273527.38
326,439.34,792.11,396.47,62.80,Yes,1752273527.76
327,439.34,792.61,396.47,62.90,Yes,1752273528.16
328,439.34,793.11,396.47,62.80,Yes,1752273528.52
329,439.34,793.61,396.47,63.00,Yes,1752273528.88
330,439.34,794.11,396.47,62.90,Yes,1752273529.27
331,439.34,794.61,396.47,62.80,Yes,1752273529.67
332,439.34,795.11,396.47,62.80,Yes,1752273530.06
333,439.34,795.61,396.47,62.80,Yes,1752273530.45
334,439.34,796.11,396.47,62.80,Yes,1752273530.84
335,439.34,796.61,396.47,62.80,Yes,1752273531.24
336,439.34,797.11,396.47,62.90,Yes,1752273531.60
337,439.34,797.61,396.47,62.80,Yes,1752273531.96
338,439.34,798.11,396.47,62.90,Yes,1752273532.28
339,439.34,798.61,396.47,62.90,Yes,1752273532.66
340,439.34,799.11,396.47,62.80,Yes,1752273533.11
341,439.34,799.61,396.47,62.70,Yes,1752273533.56
342,439.34,800.11,396.47,62.80,Yes,1752273533.94
343,439.34,800.61,396.47,62.70,Yes,1752273534.33
344,439.34,801.11,396.47,62.60,Yes,1752273534.68
345,439.34,801.61,396.47,62.90,Yes,1752273535.07
346,439.34,802.11,396.47,62.70,Yes,1752273535.48
347,439.34,802.61,396.47,62.70,Yes,1752273535.91
348,439.34,803.11,396.47,62.80,Yes,1752273536.25
349,439.34,803.61,396.47,62.70,Yes,1752273536.66
350,439.34,804.11,396.47,62.70,Yes,1752273537.05
351,439.34,804.61,396.47,62.80,Yes,1752273537.50
352,439.34,805.11,396.47,62.70,Yes,1752273538.04
353,439.34,805.61,396.47,62.70,Yes,1752273538.63
354,439.34,806.11,396.47,62.70,Yes,1752273539.08
355,439.34,806.61,396.47,62.70,Yes,1752273539.64
356,439.34,807.11,396.47,62.60,Yes,1752273540.20
357,439.34,807.61,396.47,62.60,Yes,1752273540.68
358,439.34,808.11,396.47,62.70,Yes,1752273541.13
359,439.34,808.61,396.47,62.60,Yes,1752273541.69
360,439.34,809.11,396.47,62.70,Yes,1752273542.24
361,439.34,809.61,396.47,62.70,Yes,1752273542.90
362,439.34,810.11,396.47,62.70,Yes,1752273543.36
363,439.34,810.61,396.47,62.60,Yes,1752273543.87
364,439.34,811.11,396.47,62.70,Yes,1752273544.27
365,439.34,811.61,396.47,62.60,Yes,1752273544.62
366,439.34,812.11,396.47,62.60,Yes,1752273544.84
367,439.34,812.61,396.47,62.60,Yes,1752273545.09
368,439.34,813.11,396.47,62.60,Yes,1752273545.33
369,439.34,813.61,396.47,62.40,Yes,1752273545.63
370,439.34,814.11,396.47,62.40,Yes,1752273545.99
371,439.34,814.61,396.47,62.40,Yes,1752273546.30
372,439.34,815.11,396.47,62.90,Yes,1752273546.78
373,439.34,815.61,396.47,62.40,Yes,1752273547.13
374,439.34,816.11,396.47,62.70,Yes,1752273547.68
375,439.34,816.61,396.47,62.80,Yes,1752273548.12
376,439.34,817.11,396.47,62.70,Yes,1752273548.58
377,439.34,817.61,396.47,62.30,Yes,1752273549.04
378,439.34,818.11,396.47,62.40,Yes,1752273549.42
379,439.34,818.61,396.47,62.30,Yes,1752273549.95
380,439.34,819.11,396.47,62.60,Yes,1752273550.41
381,439.34,819.61,396.47,62.40,Yes,1752273550.77
382,439.34,820.11,396.47,62.60,Yes,1752273551.20
383,439.34,820.61,396.47,62.40,Yes,1752273551.73
384,439.34,821.11,396.47,62.40,Yes,1752273552.20
385,439.34,821.61,396.47,62.60,Yes,1752273552.52
386,439.34,822.11,396.47,62.60,Yes,1752273552.74
387,439.34,822.61,396.47,62.40,Yes,1752273553.09
388,439.34,823.11,396.47,62.40,Yes,1752273553.25
389,439.34,823.61,396.47,62.80,Yes,1752273553.50
390,439.34,824.11,396.47,62.80,Yes,1752273553.76
391,439.34,824.61,396.47,62.80,Yes,1752273554.10
392,439.34,825.11,396.47,62.70,Yes,1752273554.38
393,439.34,825.61,396.47,62.70,Yes,1752273554.68
394,439.34,826.11,396.47,62.60,Yes,1752273554.99
395,439.34,826.61,396.47,62.40,Yes,1752273555.33
396,439.34,827.11,396.47,62.30,Yes,1752273555.64
397,439.34,827.61,396.47,62.80,Yes,1752273556.00
398,439.34,828.11,396.47,62.60,Yes,1752273556.30
399,439.34,828.61,396.47,62.30,Yes,1752273556.66
400,439.34,829.11,396.47,62.50,Yes,1752273556.91
401,439.34,829.61,396.47,62.80,Yes,1752273557.16
402,439.34,830.11,396.47,62.70,Yes,1752273557.45
403,439.34,830.61,396.47,62.40,Yes,1752273557.75
404,439.34,831.11,396.47,62.40,Yes,1752273558.08
405,439.34,831.61,396.47,62.60,Yes,1752273558.44
406,439.34,832.11,396.47,62.30,Yes,1752273558.74
407,439.34,832.61,396.47,62.60,Yes,1752273559.18
408,439.34,833.11,396.47,62.40,Yes,1752273559.65
409,439.34,833.61,396.47,62.30,Yes,1752273560.03
410,439.34,834.11,396.47,62.40,Yes,1752273560.35
411,439.34,834.61,396.47,62.50,Yes,1752273560.74
412,439.34,835.11,396.47,62.30,Yes,1752273561.06
413,439.34,835.61,396.47,62.40,Yes,1752273561.45
414,439.34,836.11,396.47,62.40,Yes,1752273561.83
415,439.34,836.61,396.47,62.40,Yes,1752273562.18
416,439.34,837.11,396.47,62.40,Yes,1752273562.66
417,439.34,837.61,396.47,62.50,Yes,1752273562.96
418,439.34,838.11,396.47,62.40,Yes,1752273563.42
419,439.34,838.61,396.47,62.40,Yes,1752273563.66
420,439.34,839.11,396.47,62.40,Yes,1752273563.92
421,439.34,839.61,396.47,62.40,Yes,1752273564.28
422,439.34,840.11,396.47,62.40,Yes,1752273564.71
423,439.34,840.61,396.47,62.50,Yes,1752273565.18
424,439.34,841.11,396.47,62.60,Yes,1752273565.60
425,439.34,841.61,396.47,62.70,Yes,1752273566.03
426,439.34,842.11,396.47,62.60,Yes,1752273566.52
427,439.34,842.61,396.47,62.40,Yes,1752273567.01
428,439.34,843.11,396.47,62.40,Yes,1752273567.30
429,439.34,843.61,396.47,62.50,Yes,1752273567.55
430,439.34,844.11,396.47,62.50,Yes,1752273567.80
431,439.34,844.61,396.47,62.40,Yes,1752273568.19
432,439.34,845.11,396.47,62.40,Yes,1752273568.67
433,439.34,845.61,396.47,62.50,Yes,1752273569.21
434,439.34,846.11,396.47,62.50,Yes,1752273569.71
435,439.34,846.61,396.47,62.70,Yes,1752273570.22
436,439.34,847.11,396.47,62.40,Yes,1752273570.59
437,439.34,847.61,396.47,62.50,Yes,1752273570.96
438,439.34,848.11,396.47,62.60,Yes,1752273571.23
439,439.34,848.61,396.47,62.40,Yes,1752273571.55
440,439.34,849.11,396.47,62.50,Yes,1752273572.03
441,439.34,849.61,396.47,62.50,Yes,1752273572.68
442,439.34,850.11,396.47,62.50,Yes,1752273573.12
443,439.34,850.61,396.47,62.60,Yes,1752273573.58
444,439.34,851.11,396.47,62.50,Yes,1752273574.03
445,439.34,851.61,396.47,63.00,Yes,1752273574.54
446,439.34,852.11,396.47,64.20,Yes,1752273574.95
447,439.34,852.61,396.47,68.10,Yes,1752273575.29
448,439.34,853.11,396.47,69.50,Yes,1752273575.64
449,439.34,853.61,396.47,55.10,Yes,1752273576.01
450,439.34,854.11,396.47,55.10,Yes,1752273576.39
451,439.34,854.61,396.47,55.10,Yes,1752273576.79
452,439.34,855.11,396.47,74.60,Yes,1752273577.23
